Note_ID,Note_Name,Chemical_Name,CAS,Volatility_Class,Odor_Strength,Accords_Used_In,Chemical_Family,Odor_Family,Key_Nuances,Molecular_Weight,Boiling_Point_C,Vapor_Pressure,LogP,Odor_Threshold_mg_L,Tenacity_hrs,Substantivity_Index,Flash_Point_C,Solubility,Natural_Source,Short_Description
NOTE-0610,Civetone,Civetone,542-46-1,Base,Strong,Animalic,Macrocyclic Ketone,Animalic / Musky,Warm animal,252.4,300,Low,4.2,0.0001,24+,95.0,145.0,Alcohol,Civet,Animalic musk
NOTE-0516,Castoreum Replacer,Synthetic castoreum,-,Base,Medium,Leather,Animalic Base,Animalic / Leather,Leathery,260+,300,Low,4.8,0.001,24+,95.0,145.0,Alcohol,Synthetic,Leather base
NOTE-0556,Suederal,Suederal,61788-89-4,Base,Medium,Leather,Leather Molecule,Leather / Soft,Suede leather,244.4,290,Low,4.3,0.001,24+,90.0,140.0,Alcohol,Synthetic,Soft suede
NOTE-0485,Isobutyl Quinoline,IBQ,93-19-6,Base,Strong,Leather,Quinoline,Leather / Smoky,Bitter leather,171.2,270,Low,3.3,0.001,18–24,85.0,130.0,Alcohol,Synthetic,Harsh leather
NOTE-0605,Safraleine,Safraleine,54464-57-2,Base,Medium,Leather,Aromatic Aldehyde,Leather / Spicy,Saffron leather,230+,280,Low,4.4,0.001,24+,90.0,135.0,Alcohol,Synthetic,Modern leather
NOTE-0452,Oakmoss Absolute,Evernia prunastri extract,90028-68-5,Base,Medium,"Chypre, Fougere",Lichen Extract,Mossy / Woody,Damp forest,300+,300,Low,4.5,0.001,24+,90.0,140.0,Alcohol,Oakmoss,Classic chypre base
NOTE-0857,Tree Moss,Evernia furfuracea,90028-67-4,Base,Medium,Chypre,Lichen Extract,Mossy / Dry,Dry moss,300+,300,Low,4.3,0.001,24+,90.0,140.0,Alcohol,Tree moss,Dry moss base
NOTE-0644,Veramoss,Synthetic oakmoss,-,Base,Medium,Fougere,Moss Base,Mossy / Woody,Clean moss,260+,300,Low,4.4,0.001,24+,90.0,140.0,Alcohol,Synthetic,Clean oakmoss
NOTE-0463,Evernyl,Methyl atrarate,4707-47-5,Base,Medium,Chypre,Aromatic Ester,Mossy / Sweet,Sweet moss,196.2,280,Low,3.6,0.005,18–24,75.0,120.0,Alcohol,Synthetic,Sweet moss fixative
NOTE-0458,Patchouli Alcohol,Patchoulol,5986-55-0,Base,Medium,Woody,Sesquiterpene,Woody / Earthy,Earthy wood,222.4,280,Low,4.2,0.001,24+,90.0,135.0,Alcohol,Patchouli,Earthy base
NOTE-0462,Patchouli Coeur,Patchouli fraction,-,Base,Medium,Woody,Terpene Fraction,Woody / Clean,Clean patchouli,220+,280,Low,4.1,0.001,24+,90.0,135.0,Alcohol,Patchouli,Refined patchouli
NOTE-0707,Clearwood,Patchouli biotech,84696-25-3,Base,Medium,Woody,Terpene,Woody / Amber,Clean woody,218.4,280,Low,4.0,0.001,24+,85.0,130.0,Alcohol,Biotech,Modern patchouli
NOTE-0525,Cypriol Oil,Cyperus scariosus,91771-62-9,Base,Medium,Woody,Root Oil,Woody / Smoky,Dry smoke,220+,280,Low,4.3,0.001,24+,90.0,135.0,Alcohol,Cypriol,Smoky wood
NOTE-0858,Nagarmotha,Cyperus rotundus,91771-62-9,Base,Medium,Woody,Root Oil,Woody / Earthy,Earthy smoke,220+,280,Low,4.4,0.001,24+,90.0,135.0,Alcohol,Nagarmotha,Earthy wood
NOTE-0453,Vetiver Haiti,Vetiverol rich oil,8016-96-4,Base,Medium,Woody,Root Oil,Woody / Smoky,Dry root,220+,280,Low,4.1,0.001,24+,90.0,135.0,Alcohol,Vetiver,Classic vetiver
NOTE-0460,Vetiveryl Acetate,Vetiveryl acetate,141-16-2,Base,Medium,Woody,Ester,Woody / Soft,Smooth vetiver,282.4,300,Low,4.5,0.001,24+,95.0,140.0,Alcohol,Vetiver,Soft vetiver
NOTE-0586,Vetiver Java,Vetiver oil,8016-96-4,Base,Medium,Woody,Root Oil,Woody / Earthy,Smoky root,220+,280,Low,4.2,0.001,24+,90.0,135.0,Alcohol,Vetiver,Smoky vetiver
NOTE-0572,Guaiacol,Guaiacol,90-05-1,Base,Strong,Smoky,Phenol,Smoky / Medicinal,Smoke phenolic,124.1,205,Medium,1.3,0.01,6–10,50.0,85.0,Alcohol,Guaiac wood,Phenolic smoke
NOTE-0472,Guaiac Wood Oil,Bulnesia sarmientoi,8016-23-7,Base,Medium,Woody,Wood Oil,Woody / Smoky,Sweet smoke,220+,280,Low,4.2,0.001,24+,90.0,135.0,Alcohol,Guaiac,Sweet smoke wood
NOTE-0046,Birch Tar,Betula tar,8001-88-5,Base,Strong,Leather,Tar Distillate,Smoky / Leather,Burnt tar,300+,300,Low,4.6,0.001,24+,95.0,145.0,Alcohol,Birch,Smoky leather
NOTE-0075,Cade Oil,Juniperus oxycedrus,8000-27-9,Base,Strong,Smoky,Tar Oil,Smoky / Medicinal,Burnt wood,300+,300,Low,4.5,0.001,24+,95.0,145.0,Alcohol,Cade,Burnt smoke
NOTE-0859,Isopropyl Cresol,Isopropyl cresol,3228-02-2,Base,Strong,Smoky,Phenol,Smoky / Medicinal,Medicinal smoke,150.2,210,Medium,2.5,0.01,8–12,55.0,90.0,Alcohol,Synthetic,Medicinal smoke
NOTE-0455,Labdanum Absolute,Cistus ladanifer,8016-26-0,Base,Medium,Amber,Resin,Amber / Sweet,Resinous amber,300+,300,Low,4.7,0.001,24+,95.0,145.0,Alcohol,Labdanum,Sweet amber resin
NOTE-0860,Cistus Oil,Cistus ladaniferus,89997-74-0,Base,Medium,Amber,Resin Oil,Amber / Leathery,Dry resin,280+,300,Low,4.6,0.001,24+,95.0,145.0,Alcohol,Cistus,Dry resin
NOTE-0021,Ambroxan,Ambroxide,6790-58-5,Base,Medium,"Amber, Woody",Amber Molecule,Amber / Woody,Dry amber,236.4,300,Low,4.2,0.001,48+,98.0,140.0,Alcohol,Synthetic,Modern amber fixative
NOTE-0631,Cetalox,Ambroxide,3738-00-9,Base,Medium,Amber,Amber Molecule,Amber / Clean,Clean amber,236.4,300,Low,4.1,0.001,48+,98.0,140.0,Alcohol,Synthetic,Smooth amber
NOTE-0737,Ambermax,Amber molecule,-,Base,Strong,Amber,Polycyclic,Amber / Woody,Dry woody amber,270+,300,Low,4.6,0.001,48+,98.0,150.0,Alcohol,Synthetic,Powerful amber
NOTE-0684,Norlimbanol,Tetramethyl tetralin,54464-57-2,Base,Strong,Woody,Polycyclic,Woody / Amber,Dry wood,232.4,300,Low,4.8,0.001,48+,98.0,145.0,Alcohol,Synthetic,Strong woody base
NOTE-0630,Timberol,Woody alcohol,70788-30-6,Base,Medium,Woody,Terpene Alcohol,Woody / Dry,Dry cedar,222.4,280,Low,4.5,0.001,36+,95.0,140.0,Alcohol,Synthetic,Cedarwood note
NOTE-0650,Kephalis,Amber ketone,105102-19-0,Base,Medium,Amber,Ketone,Amber / Woody,Tobacco amber,258.4,300,Low,4.4,0.001,36+,92.0,145.0,Alcohol,Synthetic,Tobacco amber
NOTE-0087,Cashmeran,Tetramethyl acetyloctahydronaphthalene,33704-61-9,Base,Medium,"Woody, Musk",Polycyclic,Musky / Woody,Soft musk,206.3,300,Low,4.0,0.001,36+,90.0,135.0,Alcohol,Synthetic,Musky wood
NOTE-0205,Iso E Super,Tetramethyl acetyloctahydronaphthalene,54464-57-2,Base,Medium,Woody,Polycyclic,Woody / Amber,Velvety wood,234.4,300,Low,4.2,0.001,36+,90.0,140.0,Alcohol,Synthetic,Radiant wood
NOTE-0660,Bacdanol,Sandalwood molecule,28219-61-6,Base,Medium,Woody,Terpene Alcohol,Woody / Creamy,Creamy sandal,222.4,280,Low,4.3,0.001,36+,90.0,135.0,Alcohol,Synthetic,Sandalwood tone
NOTE-0461,Sandalore,Sandalwood molecule,65113-99-7,Base,Medium,Woody,Terpene,Woody / Creamy,Smooth sandal,234.4,300,Low,4.2,0.001,36+,90.0,140.0,Alcohol,Synthetic,Creamy sandal
NOTE-0705,Polysantol,Sandalwood molecule,107898-54-4,Base,Medium,Woody,Terpene,Woody / Sweet,Sweet sandal,246.4,300,Low,4.3,0.001,36+,92.0,145.0,Alcohol,Synthetic,Sweet sandalwood
NOTE-0659,Javanol,Sandalwood molecule,198404-98-7,Base,Strong,Woody,Terpene,Woody / Powerful,Creamy metallic,222.4,300,Low,4.5,0.001,48+,95.0,145.0,Alcohol,Synthetic,Modern sandalwood
NOTE-0632,Sandalwood Oil,Santalum album,8006-87-9,Base,Medium,Woody,Wood Oil,Woody / Creamy,Milky wood,220+,300,Low,4.6,0.001,48+,95.0,150.0,Alcohol,Sandalwood,Classic sandal
NOTE-0822,Amyris Oil,Amyris balsamifera,8015-65-4,Base,Medium,Woody,Wood Oil,Woody / Sweet,Soft wood,220+,300,Low,4.4,0.001,36+,90.0,145.0,Alcohol,Amyris,Sandal substitute
NOTE-0454,Cedarwood Atlas,Cedrus atlantica,8000-27-9,Base,Medium,Woody,Wood Oil,Woody / Dry,Pencil wood,220+,280,Low,4.3,0.001,36+,90.0,135.0,Alcohol,Cedarwood,Dry wood
NOTE-0459,Cedarwood Virginia,Juniperus virginiana,8000-27-9,Base,Medium,Woody,Wood Oil,Woody / Sweet,Clean wood,220+,280,Low,4.2,0.001,36+,90.0,135.0,Alcohol,Cedarwood,Clean cedar
NOTE-0861,Texas Cedarwood,Juniperus mexicana,8000-27-9,Base,Medium,Woody,Wood Oil,Woody / Dry,Dry cedar,220+,280,Low,4.3,0.001,36+,90.0,135.0,Alcohol,Cedarwood,Sharp cedar
NOTE-0862,Atlas Cedrol,Cedrol,77-53-2,Base,Medium,Woody,Sesquiterpene Alcohol,Woody / Dry,Dry wood,222.4,280,Low,4.4,0.001,36+,92.0,140.0,Alcohol,Cedarwood,Cedary fixative
NOTE-0738,Vertofix,Woody ketone,55213-82-4,Base,Medium,Woody,Ketone,Woody / Amber,Dry wood,234.4,300,Low,4.6,0.001,36+,92.0,145.0,Alcohol,Synthetic,Dry woody base
NOTE-0863,Boisiris,Orris wood base,-,Base,Medium,Woody,Aromatic Base,Woody / Powdery,Powdery wood,260+,300,Low,4.3,0.001,,,,,,
NOTE-0457,Benzoin Siam,Styrax tonkinensis resin,9000-05-9,Base,Medium,"Amber, Oriental",Resin,Balsamic / Sweet,Vanilla-like resin,300+,300,Low,4.2,0.001,24+,90.0,135.0,Alcohol,Benzoin,Sweet balsamic fixative
NOTE-0828,Benzoin Sumatra,Styrax benzoin resin,9000-72-0,Base,Medium,Amber,Resin,Balsamic / Warm,Warm resin,300+,300,Low,4.3,0.001,24+,90.0,135.0,Alcohol,Benzoin,Warm resin base
NOTE-0606,Styrax Resinoid,Liquidambar orientalis,8046-19-3,Base,Medium,"Leather, Amber",Resin,Balsamic / Leathery,Smoky balsam,300+,300,Low,4.5,0.001,24+,92.0,145.0,Alcohol,Styrax,Smoky resin
NOTE-0284,Opoponax,Commiphora erythraea,8016-37-3,Base,Medium,"Amber, Oriental",Resin,Amber / Sweet,Sweet myrrh,300+,300,Low,4.4,0.001,24+,92.0,145.0,Alcohol,Opoponax,Sweet resin
NOTE-0614,Myrrh Resinoid,Commiphora myrrha,9000-45-7,Base,Medium,Incense,Resin,Balsamic / Bitter,Bitter resin,300+,300,Low,4.6,0.001,24+,95.0,145.0,Alcohol,Myrrh,Bitter incense
NOTE-0469,Frankincense CO2,Boswellia sacra,89957-98-2,Heart/Base,Medium,Incense,Resin Extract,Resinous / Citrus,Citrus resin,300+,300,Low,4.1,0.001,18–24,88.0,135.0,Alcohol,Frankincense,Bright incense
NOTE-0478,Elemi Resin,Canarium luzonicum,8023-89-0,Heart,Medium,Incense,Resin,Resinous / Fresh,Lemon-pepper,300+,280,Low,3.8,0.005,12–18,80.0,130.0,Alcohol,Elemi,Fresh resin
NOTE-0309,Peru Balsam,Myroxylon balsamum,8007-00-9,Base,Medium,Amber,Resin,Balsamic / Sweet,Vanilla balsam,300+,300,Low,4.5,0.001,24+,92.0,145.0,Alcohol,Peru balsam,Sweet balsam
NOTE-0395,Tolu Balsam,Myroxylon balsamum,8007-80-5,Base,Medium,Amber,Resin,Balsamic / Warm,Cinnamon balsam,300+,300,Low,4.4,0.001,24+,92.0,145.0,Alcohol,Tolu balsam,Warm balsam
NOTE-0676,Fir Balsam,Abies balsamea,8021-27-5,Heart,Medium,Woody,Balsam,Resinous / Green,Pine resin,204.3,250,Medium,3.2,0.01,12–18,70.0,110.0,Alcohol,Fir,Green resin
NOTE-0477,Galbanum Resin,Ferula galbaniflua,9000-88-6,Top/Heart,Strong,Green,Resin,Green / Bitter,Sharp green,300+,280,Medium,3.0,0.01,8–12,65.0,105.0,Alcohol,Galbanum,Bitter green
NOTE-0637,Galbanum Oil,Ferula galbaniflua,8023-91-4,Top,Strong,Green,Resin Oil,Green / Sharp,Cut stems,204.3,220,High,2.9,0.02,4–8,55.0,95.0,Alcohol,Galbanum,Sharp green
NOTE-0864,Olibanum Resinoid,Boswellia carterii,89957-98-2,Base,Medium,Incense,Resin,Resinous / Dry,Dry incense,300+,300,Low,4.3,0.001,24+,92.0,145.0,Alcohol,Frankincense,Dry incense
NOTE-0865,Fir Needle Oil,Abies sibirica,8021-29-7,Top,Medium,Aromatic,Needle Oil,Green / Pine,Fresh pine,154.2,155,High,2.5,0.05,2–4,45.0,85.0,Alcohol,Fir,Pine freshness
NOTE-0763,Pine Needle Oil,Pinus sylvestris,8002-09-3,Top,Medium,Aromatic,Needle Oil,Green / Terpene,Forest pine,136.2,155,High,2.4,0.05,2–4,45.0,85.0,Alcohol,Pine,Crisp pine
NOTE-0766,Spruce Oil,Picea abies,8021-48-1,Top,Medium,Aromatic,Needle Oil,Green / Resinous,Resin pine,136.2,155,High,2.6,0.05,2–4,45.0,85.0,Alcohol,Spruce,Fresh forest
NOTE-0765,Juniper Berry Oil,Juniperus communis,8002-68-4,Top,Medium,Aromatic,Berry Oil,Aromatic / Fresh,Gin-like,136.2,175,High,2.8,0.05,3–5,50.0,90.0,Alcohol,Juniper,Crisp aromatic
NOTE-0866,Juniper Tar,Juniperus oxycedrus,8000-27-9,Base,Strong,Smoky,Tar Oil,Smoky / Woody,Dry smoke,300+,300,Low,4.6,0.001,24+,95.0,145.0,Alcohol,Juniper,Smoky wood
NOTE-0867,Pine Tar,Pinus species,8002-09-3,Base,Strong,Leather,Tar Distillate,Smoky / Resinous,Burnt pine,300+,300,Low,4.7,0.001,24+,95.0,145.0,Alcohol,Pine,Tar leather
NOTE-0447,Lavender Absolute,Lavandula angustifolia,8000-28-0,Top/Heart,Medium,Fougere,Floral Absolute,Aromatic / Floral,Sweet herbal,154.2,198,Medium,2.9,0.01,6–10,60.0,70.0,Alcohol,Lavender,Core fougère note
NOTE-0448,Lavandin Oil,Lavandula hybrida,91722-69-9,Top,Medium,Fougere,Floral Oil,Aromatic / Fresh,Camphoraceous,154.2,198,High,2.7,0.02,4–6,55.0,70.0,Alcohol,Lavandin,Brighter lavender
NOTE-0451,Clary Sage Oil,Salvia sclarea,8016-63-5,Heart,Medium,Fougere,Herb Oil,Aromatic / Herbal,Herbal amber,250+,280,Medium,3.5,0.01,8–12,65.0,95.0,Alcohol,Clary sage,Herbal warmth
NOTE-0535,Rosemary Oil,Rosmarinus officinalis,8000-25-7,Top,Medium,Aromatic,Herb Oil,Aromatic / Fresh,Sharp herbal,154.2,176,High,2.6,0.03,2–4,40.0,65.0,Alcohol,Rosemary,Fresh herb
NOTE-0558,Thyme Oil,Thymus vulgaris,8007-46-3,Top,Strong,Aromatic,Herb Oil,Aromatic / Spicy,Medicinal herb,150.2,232,Medium,3.3,0.02,3–5,45.0,70.0,Alcohol,Thyme,Sharp herbal
NOTE-0636,Sage Oil,Salvia officinalis,8022-56-8,Top,Medium,Aromatic,Herb Oil,Aromatic / Camphor,Dry herb,154.2,210,Medium,3.1,0.02,3–5,45.0,70.0,Alcohol,Sage,Dry aromatic
NOTE-0769,Tarragon Oil,Artemisia dracunculus,8016-88-4,Top,Medium,Aromatic,Herb Oil,Aromatic / Green,Anise herb,148.2,185,High,2.8,0.03,2–4,40.0,65.0,Alcohol,Tarragon,Green anise
NOTE-0557,Basil Oil,Ocimum basilicum,8015-73-4,Top,Medium,Aromatic,Herb Oil,Aromatic / Green,Sweet herb,154.2,216,Medium,2.9,0.02,2–4,45.0,70.0,Alcohol,Basil,Sweet green
NOTE-0771,Mint Oil,Mentha piperita,8006-90-4,Top,Strong,Aromatic,Herb Oil,Aromatic / Fresh,Cooling mint,156.3,212,High,2.5,0.05,1–3,35.0,60.0,Alcohol,Mint,Cooling freshness
NOTE-0768,Artemisia Oil,Artemisia absinthium,8008-93-3,Top,Medium,Fougere,Herb Oil,Aromatic / Bitter,Bitter green,152.2,215,Medium,3.0,0.02,3–5,45.0,70.0,Alcohol,Wormwood,Bitter fougère
NOTE-0134,Coumarin,Coumarin,91-64-5,Base,Medium,Fougere,Lactone,Sweet / Hay,Sweet hay,146.1,302,Low,1.5,0.01,12–24,80.0,150.0,Alcohol,Tonka,Classic fougère
NOTE-0496,Tonka Bean Absolute,Dipteryx odorata,8024-04-2,Base,Medium,Fougere,Seed Absolute,Sweet / Almond,Sweet hay,300+,300,Low,3.8,0.005,24+,90.0,145.0,Alcohol,Tonka,Sweet base
NOTE-0476,Habanolide,Macrocyclic musk,54816-69-6,Base,Medium,Fougere,Musk,Musky / Clean,Clean musk,252.4,300,Low,4.1,0.001,36+,95.0,140.0,Alcohol,Synthetic,Clean fixative
NOTE-0666,Exaltolide,Macrocyclic musk,0106-02-5,Base,Medium,Fougere,Musk,Musky / Sweet,Soft musk,240.4,300,Low,4.0,0.001,36+,95.0,140.0,Alcohol,Synthetic,Soft musk
NOTE-0505,Galaxolide,Polycyclic musk,1222-05-5,Base,Medium,Fougere,Musk,Musky / Clean,Laundry musk,258.4,300,Low,4.3,0.001,36+,95.0,140.0,Alcohol,Synthetic,Clean musk
NOTE-0507,Ambrettolide,Macrocyclic musk,28645-51-4,Base,Medium,Fougere,Musk,Musky / Fruity,Musky fruit,254.4,300,Low,4.2,0.001,36+,95.0,140.0,Alcohol,Synthetic,Fruity musk
NOTE-0617,Muscenone,Macrocyclic ketone,82356-51-2,Base,Medium,Fougere,Musk,Musky / Animalic,Warm musk,270.4,300,Low,4.4,0.001,48+,98.0,145.0,Alcohol,Synthetic,Animalic musk
NOTE-0740,Civettone,Macrocyclic ketone,542-46-1,Base,Strong,Animalic,Musk,Animalic / Musky,Warm animal,250.4,300,Low,4.6,0.001,48+,98.0,145.0,Alcohol,Synthetic,Animalic depth
NOTE-0506,Helvetolide,Macrocyclic musk,141773-73-1,Base,Medium,Fougere,Musk,Musky / Fruity,Pear musk,268.4,300,Low,4.3,0.001,36+,95.0,145.0,Alcohol,Synthetic,Modern musk
NOTE-0449,Bergamot Oil,Citrus aurantium bergamia,8007-75-8,Top,Medium,"Fougere, Citrus",Citrus Oil,Citrus / Fresh,Bright citrus,168.2,176,High,2.5,0.05,1–3,30.0,60.0,Alcohol,Bergamot,Classic fougère citrus
NOTE-0510,Linalyl Acetate,Linalyl acetate,115-95-7,Top,Medium,Fougere,Ester,Floral / Fresh,Sweet floral,196.3,220,High,2.7,0.02,2–4,40.0,75.0,Alcohol,Lavender,Fresh floral ester
NOTE-0726,Geranyl Acetate,Geranyl acetate,105-87-3,Top,Medium,Floral,Ester,Floral / Fruity,Rosy fruity,196.3,242,Medium,3.1,0.02,3–5,45.0,85.0,Alcohol,Geranium,Rosy ester
NOTE-0677,Nerol,Nerol,106-25-2,Top,Medium,Floral,Terpene Alcohol,Floral / Citrus,Soft citrus rose,154.2,225,Medium,2.8,0.02,3–5,45.0,75.0,Alcohol,Citrus,Soft floral citrus
NOTE-0502,Geraniol,Geraniol,106-24-1,Heart,Medium,Floral,Terpene Alcohol,Floral / Sweet,Sweet rose,154.2,230,Medium,3.6,0.02,6–10,55.0,80.0,Alcohol,Geranium,Sweet floral
NOTE-0503,Citronellol,Citronellol,106-22-9,Heart,Medium,Floral,Terpene Alcohol,Floral / Fresh,Fresh rose,156.3,225,Medium,3.4,0.02,6–10,55.0,85.0,Alcohol,Geranium,Fresh floral
NOTE-0489,Aldehyde C-10,Decanal,112-31-2,Top,Strong,Fougere,Aldehyde,Aldehydic / Citrus,Fatty citrus,156.3,208,High,3.3,0.05,1–3,35.0,65.0,Alcohol,Synthetic,Sparkling aldehyde
NOTE-0474,Aldehyde C-11,Undecylenic aldehyde,112-38-9,Top,Strong,Fougere,Aldehyde,Aldehydic / Green,Green aldehyde,170.3,238,Medium,3.8,0.03,2–4,40.0,75.0,Alcohol,Synthetic,Green lift
NOTE-0464,Aldehyde C-12 MNA,2-Methylundecanal,110-41-8,Top,Strong,Fougere,Aldehyde,Aldehydic / Waxy,Waxy citrus,184.3,255,Medium,4.0,0.02,2–4,40.0,80.0,Alcohol,Synthetic,Classic aldehyde
NOTE-0662,Anisaldehyde,p-Methoxybenzaldehyde,0123-11-5,Heart,Medium,Oriental,Aldehyde,Sweet / Spicy,Anise sweet,136.1,248,Medium,2.1,0.02,6–10,55.0,85.0,Alcohol,Anise,Sweet spice
NOTE-0552,Eugenol,Eugenol,97-53-0,Heart,Strong,Spicy,Phenol,Spicy / Clove,Warm spice,164.2,254,Medium,2.1,0.02,8–12,60.0,90.0,Alcohol,Clove,Warm clove
NOTE-0835,Isoeugenol,Isoeugenol,97-54-1,Heart,Medium,Spicy,Phenol,Spicy / Sweet,Sweet spice,164.2,266,Medium,2.4,0.02,8–12,60.0,95.0,Alcohol,Synthetic,Soft spice
NOTE-0514,Nutmeg Oil,Myristica fragrans,8008-45-5,Heart,Medium,Spicy,Spice Oil,Spicy / Warm,Nutty spice,164.2,288,Medium,3.2,0.02,8–12,65.0,95.0,Alcohol,Nutmeg,Warm spice
NOTE-0550,Cardamom Oil,Elettaria cardamomum,8000-66-6,Top,Medium,Spicy,Spice Oil,Spicy / Fresh,Fresh spice,154.2,220,High,2.8,0.03,3–5,45.0,75.0,Alcohol,Cardamom,Fresh spice
NOTE-0560,Coriander Seed Oil,Coriandrum sativum,8008-52-4,Top,Medium,Aromatic,Spice Oil,Spicy / Citrus,Citrus spice,154.2,176,High,2.9,0.03,3–5,45.0,75.0,Alcohol,Coriander,Bright spice
NOTE-0634,Pink Pepper Oil,Schinus molle,90082-63-6,Top,Medium,Spicy,Berry Oil,Spicy / Fresh,Rosy pepper,154.2,176,High,2.7,0.03,3–5,45.0,75.0,Alcohol,Pink pepper,Fresh spice
NOTE-0554,Black Pepper Oil,Piper nigrum,8006-82-4,Top,Medium,Spicy,Spice Oil,Spicy / Dry,Dry pepper,136.2,175,High,2.6,0.03,3–5,45.0,75.0,Alcohol,Black pepper,Dry spice
NOTE-0635,Ginger Oil,Zingiber officinale,8007-08-7,Top,Medium,Spicy,Root Oil,Spicy / Fresh,Zesty spice,154.2,255,Medium,3.0,0.02,4–6,50.0,80.0,Alcohol,Ginger,Fresh spice
NOTE-0837,Allspice Oil,Pimenta dioica,8006-77-7,Heart,Medium,Spicy,Spice Oil,Spicy / Warm,Clove-like,164.2,280,Medium,3.1,0.02,6–10,55.0,90.0,Alcohol,Allspice,Warm spice
NOTE-0868,Bay Oil,Pimenta racemosa,8006-78-8,Top/Heart,Medium,Fougere,Leaf Oil,Spicy / Herbal,Herbal spice,164.2,250,Medium,3.2,0.02,6–10,55.0,90.0,Alcohol,Bay leaf,Spicy herbal
NOTE-0490,Lemon Oil,Citrus limon,8008-56-8,Top,Medium,"Citrus, Fougere",Citrus Oil,Citrus / Fresh,Bright lemon,136.2,176,High,2.3,0.05,1–3,25.0,50.0,Alcohol,Lemon peel,Fresh citrus lift
NOTE-0814,Lime Oil,Citrus aurantifolia,8008-26-2,Top,Medium,Citrus,Citrus Oil,Citrus / Sharp,Zesty lime,136.2,176,High,2.4,0.05,1–3,25.0,50.0,Alcohol,Lime peel,Sharp citrus
NOTE-0526,Grapefruit Oil,Citrus paradisi,8016-20-4,Top,Medium,Citrus,Citrus Oil,Citrus / Bitter,Bitter citrus,136.2,176,High,2.6,0.05,1–3,25.0,50.0,Alcohol,Grapefruit peel,Bitter citrus
NOTE-0869,Sweet Orange Oil,Citrus sinensis,8008-57-9,Top,Medium,Citrus,Citrus Oil,Citrus / Sweet,Juicy orange,136.2,176,High,2.4,0.05,1–3,25.0,50.0,Alcohol,Orange peel,Sweet citrus
NOTE-0491,Petitgrain Oil,Citrus aurantium,8014-17-3,Top,Medium,Fougere,Leaf Oil,Citrus / Green,Green citrus,154.2,176,High,2.7,0.03,2–4,35.0,55.0,Alcohol,Bitter orange leaf,Green citrus
NOTE-0530,Neroli Oil,Citrus aurantium flower,8016-38-4,Top/Heart,Medium,Floral,Floral Oil,Floral / Citrus,Bright floral citrus,154.2,175,Medium,2.9,0.02,4–6,45.0,65.0,Alcohol,Orange blossom,Floral citrus
NOTE-0493,Orange Blossom Absolute,Citrus aurantium,8016-38-4,Heart,Medium,Floral,Floral Absolute,Floral / Sweet,Honeyed floral,300+,300,Low,3.8,0.005,12–18,70.0,95.0,Alcohol,Orange blossom,Sweet white floral
NOTE-0654,Mandarin Oil,Citrus reticulata,8008-31-9,Top,Medium,Citrus,Citrus Oil,Citrus / Sweet,Soft citrus,136.2,176,High,2.4,0.05,1–3,25.0,50.0,Alcohol,Mandarin peel,Soft citrus
NOTE-0870,Blood Orange Oil,Citrus sinensis,8621-34-7,Top,Medium,Citrus,Citrus Oil,Citrus / Tart,Tart orange,136.2,176,High,2.5,0.05,1–3,25.0,50.0,Alcohol,Blood orange,Tart citrus
NOTE-0785,Yuzu Oil,Citrus junos,233412-07-3,Top,Medium,Citrus,Citrus Oil,Citrus / Green,Green citrus,136.2,176,High,2.6,0.05,1–3,25.0,50.0,Alcohol,Yuzu peel,Fresh green citrus
NOTE-0784,Litsea Cubeba Oil,Litsea cubeba,68855-99-2,Top,Medium,Citrus,Fruit Oil,Citrus / Lemongrass,Lemon-grass,154.2,176,High,2.6,0.05,2–4,35.0,55.0,Alcohol,Litsea,Lemongrass citrus
NOTE-0783,Lemongrass Oil,Cymbopogon citratus,8007-02-1,Top,Medium,Citrus,Grass Oil,Citrus / Green,Sharp lemon,152.2,225,Medium,2.8,0.03,2–4,35.0,65.0,Alcohol,Lemongrass,Sharp citrus
NOTE-0669,Citral,Geranial/Neral,5392-40-5,Top,Strong,Citrus,Aldehyde,Citrus / Lemon,Intense lemon,152.2,228,Medium,2.8,0.02,2–4,35.0,65.0,Alcohol,Lemongrass,Lemon aldehyde
NOTE-0848,Aldehyde C-8,Octanal,124-13-0,Top,Strong,Citrus,Aldehyde,Aldehydic / Citrus,Zesty aldehyde,128.2,171,High,3.0,0.05,1–2,30.0,55.0,Alcohol,Synthetic,Sparkling citrus
NOTE-0847,Aldehyde C-9,Nonanal,124-19-6,Top,Strong,Aldehydic,Aldehyde,Aldehydic / Waxy,Fatty citrus,142.2,191,High,3.3,0.05,1–3,35.0,60.0,Alcohol,Synthetic,Waxy aldehyde
NOTE-0655,Aldehyde C-14,Gamma-undecalactone,104-67-6,Heart,Medium,Fruity,Lactone,Fruity / Peach,Creamy peach,184.3,286,Low,3.2,0.01,6–10,55.0,95.0,Alcohol,Peach,Peach lactone
NOTE-0663,Aldehyde C-18,Gamma-nonalactone,104-61-0,Heart,Medium,Gourmand,Lactone,Coconut / Creamy,Coconut milk,156.2,280,Low,2.9,0.01,8–12,60.0,95.0,Alcohol,Coconut,Creamy lactone
NOTE-0599,Raspberry Ketone,4-(4-Hydroxyphenyl)-2-butanone,5471-51-2,Heart,Medium,Fruity,Ketone,Fruity / Sweet,Raspberry,164.2,290,Low,1.5,0.01,6–10,55.0,95.0,Alcohol,Raspberry,Sweet berry
